,accountno,parcelnb,saledt,locationaddress,locationcity,locationzipcode,subdivisionid,subdivisiondescr,nbhd,occdescr,bltasoccdesc,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,value
127,R1288245,9728213046,2020-07-24,2831 ZENDT DR,FORT COLLINS,80526,16083,QUAIL HOLLOW PUD,19722,Single Family Residential,2 Story,8,2116,676,,480,.16000000,1990,505000.00,486600.00
128,R1332783,9727164028,2020-07-24,1531 W SWALLOW RD 28,FORT COLLINS,80526,1721,VICTORIAN GABLES PATIO HOMES AT SILVERPLUME PUD,19722,Townhouse - 1/2 Duplex,Townhouse One Story,61,1365,1365,1365,440,.09000000,1993,385000.00,383300.00
129,R1065599,9727216002,2020-07-24,1717 W DRAKE RD B4,FORT COLLINS,80526,1365,GEORGETOWN TOWNHOUSE CONDO,19722,Townhouse/Condo,Townhouse Two Story,68,1044,198,198,324,.00000000,1979,245000.00,235800.00
130,R1129929,9735321002,2020-07-24,4206 GOLDENRIDGE WAY,FORT COLLINS,80526,1447,WILLOW PARK,19734,Single Family Residential,2 Story,8,1750,660,561,400,.14000000,1986,436000.00,429700.00
131,R1000489,9721313043,2020-07-24,2905 NEIL DR 18,FORT COLLINS,80526,1374,TRAIL WEST PUD,19722,Townhouse,Townhouse Two Story,68,1032,512,512,240,.03000000,1997,275000.00,289800.00
132,R1005766,9735307043,2020-07-23,4418 ROSECROWN CT,FORT COLLINS,80526,1351,WOODLANDS PUD,19734,Single Family Residential,2 Story,8,1330,624,,400,.14000000,1980,390000.00,359200.00
133,R1200348,9735213016,2020-07-23,720 ARBOR AVE 16,FORT COLLINS,80526,15501,VILLAGE AT FOUR SEASONS,19734,Townhouse,Townhouse One Story,61,1596,920,851,440,.08000000,1986,345000.00,412400.00
134,R1469266,9614208094,2020-07-23,606 HOLYOKE CT,FORT COLLINS,80525,1851,RIDGEWOOD HILLS PUD,19614,Single Family Residential,Split Level,7,1736,702,702,395,.17000000,1999,435000.00,406400.00
135,R1430548,9735160017,2020-07-23,304 ALBION WAY,FORT COLLINS,80526,13924,SOUTH GLEN PUD,19734,Single Family Residential,Bi Level 2 Story,4,2442,,,400,.24000000,1996,427000.00,408100.00
136,R1587197,8704405470,2020-07-23,4009 BRACADALE PL,FORT COLLINS,80524,1971,WATERGLEN PUD,18933,Single Family Residential,Ranch,1,1116,,,440,.10000000,2002,329500.00,294400.00
137,R0245364,9731110024,2020-07-23,3620 SODERBURG DR,FORT COLLINS,80526,03102,CONTINENTAL NORTH,19829,Single Family Residential,Ranch,1,1064,1064,836,,.24000000,1979,455000.00,386700.00
138,R0198161,9825206020,2020-07-23,3510 TERRY RIDGE RD,FORT COLLINS,80524,02261,TERRY SHORES,19836,Single Family Residential,Ranch,1,1680,,,600,.64000000,1965,687000.00,500800.00
139,R0065994,9713408326,2020-07-23,1100 E PITKIN ST,FORT COLLINS,80524,12029,UNIVERSITY ACRES,19711,Single Family Residential,2 Story,8,2992,1232,1232,528,.28000000,1968,775000.00,783900.00
140,R0075892,9715201037,2020-07-23,527 S BRYAN AVE,FORT COLLINS,80521,/150769,S15 T07 R69,19715,Single Family Residential,Ranch,1,1478,,,540,.11000000,1947,375000.00,344400.00
141,R0711047,9722116005,2020-07-23,1705 HEATHERIDGE RD A105,FORT COLLINS,80526,1301,HEATHERIDGE LAKES CONDO,19722,Condo unit,Condo <= 3 Stories,19,1008,,,,.00000000,1974,205900.00,192500.00
142,R1030167,9727422006,2020-07-23,3342 DUDLEY WAY,FORT COLLINS,80526,13562,WAGON WHEEL,19722,Single Family Residential,Split Level,7,1536,,,440,.18000000,1986,389000.00,357500.00
143,R1630658,9701373006,2020-07-23,257 CAJETAN ST,FORT COLLINS,80524,8116,"OLD TOWN NORTH, FTC (20040056692)",19836,Single Family Residential,2 Story,8,2040,768,,480,.08000000,2006,502000.00,505000.00
144,R1629470,8829319001,2020-07-23,2127 BRIGHTWATER DR,FORT COLLINS,80524,8108,LIND PROPERTY,18933,Single Family Residential,2 Story,8,2048,,,480,.11000000,2005,355000.00,353100.00
145,R1627280,9613142098,2020-07-23,6827 AUTUMN RIDGE DR C1,FORT COLLINS,80525,183841,"PROVINCETOWNE P.U.D. FIL NO. 2, CONDO MAP NO. 21, FTC (20030141864)",19613,Townhouse/Condo,Townhouse Split Level,67,1329,,,,.00000000,2003,250500.00,244100.00
146,R1626557,9716165102,2020-07-23,2226 W ELIZABETH ST C 102,FORT COLLINS,80521,8090,RAMS PARK CONDOS,19715,Condo unit,Condo <= 3 Stories,19,1034,,,,.00000000,2001,269000.00,254900.00
147,R1627762,8720307009,2020-07-23,2151 KATAHDIN DR,FORT COLLINS,80525,8094,SIDEHILL SUBDIVISION,18933,Single Family Residential,Ranch,1,1569,1568,,463,.11000000,2010,500000.00,490200.00
148,R1662221,8708134005,2020-07-23,2727 CONQUEST ST,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,2096,922,,652,.09000000,2020,451385.00,443800.00
149,R1646436,8720344203,2020-07-22,2450 WINDROW DR E203,FORT COLLINS,80525,8151005000,"SIDEHILL CONDOS BLOCK 3, SUPP 5, FTC (20070094962)",18933,Condo unit,Condo <= 3 Stories,19,1033,,,,.00000000,2007,270000.00,275100.00
150,R1662568,8708156011,2020-07-22,3032 RELIANT ST,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,Ranch,1,1901,1901,,420,.11000000,2019,486500.00,450600.00
151,R1628472,8832230003,2020-07-22,2238 THOREAU DR,FORT COLLINS,80524,8098,"MAPLE HILL, FTC (20040004921)",18933,Single Family Residential,Split Level,7,2186,616,,534,.12000000,2013,427500.00,385100.00
152,R1607522,8608311001,2020-07-22,6156 CARMICHAEL ST,FORT COLLINS,80528,0679,WESTCHASE PUD,18729,Single Family Residential,2 Story,8,2324,1174,,640,.15000000,2004,530000.00,481300.00
153,R0658545,8730307217,2020-07-22,1501 CENTENNIAL RD,FORT COLLINS,80525,11773,SOUTHMOOR VILLAGE EAST,19724,Single Family Residential,Split Level,7,2164,672,336,624,.29000000,1978,470000.00,483000.00
154,R0137006,9726221021,2020-07-22,2901 ROCKY MOUNTAIN CT,FORT COLLINS,80526,12304,WOODWEST,19722,Single Family Residential,Ranch,1,1372,1073,881,462,.23000000,1977,425000.00,411300.00
155,R0184063,9725407077,2020-07-22,3501 WINSLOW DR,FORT COLLINS,80525,12121,VILLAGE EAST,19724,Single Family Residential,Split Level,7,1296,,,432,.18000000,1975,375000.00,349500.00
156,R1600730,8605491003,2020-07-22,2621 SAGE CREEK RD,FORT COLLINS,80528,8017,SAGE CREEK SUBDIVISION,18729,Single Family Residential,2 Story,8,2118,726,681,724,.18000000,2003,507000.00,487000.00
157,R1599742,9715463008,2020-07-22,1221 UNIVERSITY AVE E302,FORT COLLINS,80521,801601,"BIG HORN VILLAGE CONDOMINIUMS, SUPP 1, BLDG D, E, & F",19715,Condo unit,Condo <= 3 Stories,19,880,,,,.00000000,2000,239500.00,245800.00
158,R1183273,9612210190,2020-07-22,319 DUNNE DR,FORT COLLINS,80525,14312,HUNTINGTON HILLS PUD,19613,Single Family Residential,2 Story,8,1722,832,832,568,.18000000,1995,425000.00,428000.00
159,R0039268,9711411009,2020-07-21,431 W MOUNTAIN AVE,FORT COLLINS,80521,//10081,FTC BLK 81,19711,Single Family Residential,1? Story Fin,5,1876,192,,324,.18000000,1900,840000.00,569400.00
160,R0016632,9710110007,2020-07-21,225 COLUMBINE CT,FORT COLLINS,80521,1025,COLUMBINE COURT,19715,Single Family Residential,Ranch,1,1164,,,336,.13000000,1955,431000.00,343600.00
161,M9048852,8732300006,2020-07-21,2500 E HARMONY RD 66,FORT COLLINS,80528,,,MH2,MH In Park,Single Wide,14,1216,,,,.00000000,1998,30000.00,24300.00
162,M9054978,9733100030,2020-07-21,2300 W COUNTY ROAD 38E 138,FORT COLLINS,80526,,,MH2,MH In Park,Double Wide,15,1652,,,,.00000000,1985,55000.00,36300.00
163,R0596205,9716214001,2020-07-21,2604 ORCHARD PL,FORT COLLINS,80521,1240,THREE M,19715,Single Family Residential,Bi Level 2 Story,4,2010,,,616,.19000000,1976,409000.00,400200.00
164,R0735680,9736210013,2020-07-21,324 LEEWARD CT,FORT COLLINS,80525,127401,LANDINGS 1ST,19601,Single Family Residential,Split Level,7,1532,836,836,480,.14000000,1979,570000.00,434700.00
165,R1607487,8608309004,2020-07-21,2220 CHANDLER ST,FORT COLLINS,80528,0679,WESTCHASE PUD,18729,Single Family Residential,2 Story,8,2137,1107,,504,.15000000,2003,443822.00,460500.00
166,R1629316,8609245001,2020-07-21,3450 LOST LAKE PL I1,FORT COLLINS,80528,807705,"VILLAGE AT FOSSIL LAKE CONDOMINIUMS, SUPP 5 (BLDG 9) FTC (20040024163)",19613,Condo unit,Condo <= 3 Stories,19,1921,1100,,487,.00000000,2003,415000.00,416100.00
167,R1636425,8720323010,2020-07-21,2150 BLUE YONDER WAY,FORT COLLINS,80525,80942,SIDEHILL 2ND FTC (20050067435),18933,Single Family Residential,2 Story,8,2915,1747,,441,.13000000,2015,609995.00,570900.00
168,R1664349,8715219058,2020-07-20,902 TOD DR,FORT COLLINS,80524,8383001000,FOX GROVE SUB,18933,Single Family Residential,2 Story,8,2811,1398,918,600,.17000000,2018,640000.00,561000.00
169,R1655267,8729474022,2020-07-20,3232 BRYCE DR,FORT COLLINS,80525,1997017000,RIGDEN FARM 17TH FIL,18729,Single Family Residential,2 Story,8,2682,1115,965,450,.14000000,2015,541500.00,540000.00
170,R1642471,9613242035,2020-07-20,438 BOW CREEK LN,FORT COLLINS,80525,18383,"PROVINCETOWNE FILING 3, FTC (20060088535)",19613,Single Family Residential,Ranch,1,1532,1412,,440,.11000000,2012,397000.00,392600.00
171,R1652498,8832251048,2020-07-20,2536 BANBURY LN,FORT COLLINS,80524,8098001004,MAPLE HILL 4TH REPLAT,18933,Single Family Residential,Split Level,7,1648,344,,580,.09000000,2013,402500.00,339200.00
172,R1633848,8715115010,2020-07-20,4896 BOCA DEL RIO DR,FORT COLLINS,80524,0772,VISTA GRANDE PD (20050021649),18933,Single Family Residential,2 Story,8,2348,845,819,800,.26000000,2013,479000.00,471100.00
173,R1608308,8609221006,2020-07-20,3332 MUSKRAT CREEK DR,FORT COLLINS,80528,06372,"FOSSIL LAKE PUD, SECOND FILING",19613,Single Family Residential,2 Story,8,2943,1591,1500,794,.20000000,2006,712000.00,695800.00
174,R0689491,9726314014,2020-07-20,3572 TRADITION DR,FORT COLLINS,80526,105401,FOOTHILLS PARK,19722,Single Family Residential,2 Story,8,1764,872,872,519,.19000000,1994,424000.00,432000.00
175,M9024441,9716141001,2020-07-20,2211 W MULBERRY ST 102,FORT COLLINS,80521,,,MH1,MH In Park,Single Wide,14,1216,,,,.00000000,1993,10.00,42500.00
176,M0990175,9710207001,2020-07-20,1700 LAPORTE AVE 10,FORT COLLINS,80521,,,MH4,MH In Park,Single Wide,14,564,,,,.00000000,1968,5000.00,3900.00
177,R0116190,9724313028,2020-07-20,525 COLUMBIA RD,FORT COLLINS,80525,11747,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Ranch,1,1323,875,731,,.18000000,1962,427500.00,405300.00
178,R1215396,9701148055,2020-07-20,743 GROUSE CIR,FORT COLLINS,80524,133901,GREENBRIAR,19836,Single Family Residential,Split Level,7,1960,,,440,.22000000,1995,432000.00,403400.00
179,R1402650,9728116008,2020-07-20,2225 WATER BLOSSOM LN,FORT COLLINS,80526,1812,HAMPSHIRE POND PUD,19722,Single Family Residential,2 Story,8,1762,1178,936,440,.19000000,1995,492000.00,462400.00
180,R1283847,9727310142,2020-07-20,1731 ENFIELD ST,FORT COLLINS,80526,13484,ROSSBOROUGH,19722,Single Family Residential,2 Story,8,1796,768,,528,.16000000,1992,405000.00,406100.00
181,R1587834,9735174004,2020-07-20,357 ALBION WAY B4,FORT COLLINS,80526,195201,SOUTH GLEN CONDOS,19734,Townhouse/Condo,Townhouse Two Story,68,1313,699,634,260,.00000000,1999,320000.00,319500.00
182,R1567748,8618212020,2020-07-20,1233 SAINT JOHN PL,FORT COLLINS,80525,19561,STANTON CREEK,19613,Single Family Residential,2 Story,8,2260,875,875,620,.14000000,1999,439900.00,472300.00
183,R1579428,9611427006,2020-07-20,6137 POLARIS DR,FORT COLLINS,80525,0627,AURORA HILLS,19614,Single Family Residential,Ranch,1,1253,1239,192,471,.17000000,2000,380000.00,347200.00
184,M0929522,9835400046,2020-07-18,2025 N COLLEGE AVE 25,FORT COLLINS,80524,,,MH3,MH In Park,Single Wide,14,798,,,,.00000000,1972,5000.00,3900.00
185,R0240672,0601105133,2020-07-17,4916 OVERHILL DR,FORT COLLINS,80526,0212,HORSETOOTH LAKE ESTATES,19829,Single Family Residential,Split Level,7,1254,,,384,.50000000,1976,305000.00,355300.00
186,R0689530,9726314018,2020-07-17,713 TRADITION CT,FORT COLLINS,80526,105401,FOOTHILLS PARK,19722,Single Family Residential,Split Level,7,1352,,,480,.17000000,1980,335000.00,336800.00
187,R0614785,9724415053,2020-07-17,2473 AMHERST ST,FORT COLLINS,80525,1252,COTTONWOOD,19724,Single Family Residential,Split Level,7,1252,356,356,480,.19000000,1982,350500.00,380100.00
188,R0650803,9726226080,2020-07-17,3018 CAVALRY CT,FORT COLLINS,80526,12306,WOODWEST,19722,Single Family Residential,Split Level,7,1758,598,598,488,.26000000,1979,414500.00,420100.00
189,R0627941,9721414051,2020-07-17,2213 CHAROLAIS DR,FORT COLLINS,80526,10133,BROWN FARM,19722,Single Family Residential,Ranch,1,960,936,936,480,.17000000,1977,326800.00,352600.00
190,R1468308,9614107161,2020-07-17,6712 FLAGLER RD,FORT COLLINS,80525,1851,RIDGEWOOD HILLS PUD,19614,Single Family Residential,Ranch,1,1685,1655,,550,.16000000,1997,428000.00,413400.00
191,R1509179,8732341028,2020-07-17,4314 GEMSTONE LN,FORT COLLINS,80525,1904,SUNSTONE TOWNHOMES PUD,18729,Townhouse,Townhouse Two Story,68,1492,652,452,420,.05000000,1998,355000.00,322400.00
192,R1495623,9733329013,2020-07-17,4242 ROCKVIEW CT,FORT COLLINS,80526,0600,ROCKVIEW PUD,19734,Single Family Residential,2 Story,8,3161,1543,1347,918,.56000000,1999,825275.00,792200.00
193,R1421646,9733310008,2020-07-17,4411 GRAY FOX RD,FORT COLLINS,80526,0580,FOX HILLS PUD,19734,Single Family Residential,2 Story,8,2634,1155,999,714,.25000000,1996,649000.00,660500.00
194,R1434012,9722246004,2020-07-17,1627 UNDERHILL DR P4,FORT COLLINS,80526,182501,SUMMERHILL PUD,19722,Townhouse,Townhouse Two Story,68,1298,619,619,220,.03000000,1995,335700.00,307400.00
195,R1599092,8605453005,2020-07-17,2821 GOLDEN WHEAT LN,FORT COLLINS,80528,8014,HARVEST PARK,18729,Townhouse,Townhouse Two Story,68,1422,618,240,480,.04000000,2002,380000.00,357000.00
196,R1600818,8605496019,2020-07-17,5551 CORNERSTONE DR D22,FORT COLLINS,80528,8017,SAGE CREEK SUBDIVISION,18729,Townhouse,Townhouse Two Story,68,1105,604,545,180,.03000000,2002,320000.00,314000.00
197,R1288105,9728213034,2020-07-17,2819 CALENDAR CT,FORT COLLINS,80526,16083,QUAIL HOLLOW PUD,19722,Single Family Residential,2 Story,8,2253,736,,626,.22000000,1989,570000.00,518700.00
198,R1351664,9733210002,2020-07-17,2607 PLATTE PL,FORT COLLINS,80526,17391,OVERLAND HILLS,19734,Single Family Residential,Ranch,1,2000,1220,325,816,.31000000,1993,550000.00,507700.00
199,R1106970,9727114005,2020-07-17,1525 HULL ST A5,FORT COLLINS,80526,14081,SILVERPLUME CONDO,19722,Townhouse/Condo,Townhouse Two Story,68,952,476,476,264,.00000000,1980,297900.00,263000.00
200,R1107054,9727118002,2020-07-17,2828 SILVERPLUME DR E2,FORT COLLINS,80526,14083,SILVERPLUME CONDO,19722,Townhouse/Condo,Townhouse Two Story,68,952,476,476,264,.00000000,1981,300000.00,274700.00
201,R1056115,8730124001,2020-07-17,3040 ANCHOR WAY 1,FORT COLLINS,80525,13213,SHERWOOD SHORES EAST CONDO,19724,Townhouse/Condo,Townhouse One Story,61,988,988,988,264,.00000000,1979,340000.00,323700.00
202,R1608328,8609222012,2020-07-17,5751 ROUND ROCK CT,FORT COLLINS,80528,06372,"FOSSIL LAKE PUD, SECOND FILING",19613,Single Family Residential,2 Story,8,2990,1610,1074,734,.30000000,2002,715000.00,718600.00
203,R1613949,9601440010,2020-07-17,5620 FOSSIL CREEK PKWY G10,FORT COLLINS,80525,8045,FOSSIL CREEK CONDOMINIUMS,19613,Detached Garage,Detached Garage,99,220,,,,.00000000,2001,265000.00,8500.00
204,R1618527,9601452304,2020-07-17,5620 FOSSIL CREEK PKWY 12304,FORT COLLINS,80525,804508,"FOSSIL CREEK CONDOMINIUMS, SUPP No. 8 BLDG 12",19613,Condo unit,Condo <= 3 Stories,19,1134,,,,.00000000,2001,265000.00,272300.00
205,R1626453,8608232103,2020-07-17,2126 OWENS AVE 103,FORT COLLINS,80528,808701,TIMBERS CONDO ASSOC OF FTC  SUPP 1,18729,Condo unit,Condo <= 3 Stories,19,1223,,,220,.00000000,2003,292500.00,295300.00
206,R1652495,8832251045,2020-07-17,2507 BANBURY LN,FORT COLLINS,80524,8098001004,MAPLE HILL 4TH REPLAT,18933,Single Family Residential,Split Level,7,1820,582,,620,.11000000,2013,375000.00,365700.00
207,R1640257,8729167002,2020-07-17,2844 ANNELISE WAY,FORT COLLINS,80525,8173,"SMITH FAMILY PROPERTIES FILING #1, FTC (20060010885)",18729,Single Family Residential,2 Story,8,1738,860,520,500,.09000000,2007,443500.00,409900.00
208,R1655288,8729475012,2020-07-17,3027 PERCHERON DR,FORT COLLINS,80525,1997017000,RIGDEN FARM 17TH FIL,18729,Single Family Residential,2 Story,8,2098,897,,455,.14000000,2016,473900.00,471500.00
209,R1662109,8708130007,2020-07-16,328 VICOT WAY,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Townhouse - 1/2 Duplex,Townhouse One Story,61,1902,612,,400,.06000000,2019,396500.00,422300.00
210,R1662219,8708134003,2020-07-16,2715 CONQUEST ST,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,1746,868,,586,.09000000,2020,443530.00,413300.00
211,R1636514,8720328009,2020-07-16,2151 BLUE YONDER WAY,FORT COLLINS,80525,80942,SIDEHILL 2ND FTC (20050067435),18933,Single Family Residential,Ranch,1,1856,1856,,540,.16000000,2015,515000.00,532400.00
212,R1045776,9735113039,2020-07-16,3901 MANHATTAN AVE,FORT COLLINS,80526,1392,SOUTH GLEN PUD,19734,Single Family Residential,Split Level,7,1280,,,220,.14000000,1982,375000.00,334200.00
213,R1090879,9723221024,2020-07-16,1031 MIRRORMERE CIR,FORT COLLINS,80526,1407,SUNDERING TOWNHOMES PUD,19722,Townhouse,Townhouse Two Story,68,1268,,,304,.05000000,1984,360000.00,317400.00
214,R1169882,9727222046,2020-07-16,1638 HAYWOOD PL,FORT COLLINS,80526,1483,SILVERPLUME ESTATES,19722,Single Family Residential,2 Story,8,1862,532,532,440,.17000000,1983,436000.00,456700.00
215,R1593262,9615107150,2020-07-16,1202 REEVES DR,FORT COLLINS,80526,800001,REGISTRY RIDGE PUD 1ST CORRECTED PLAT OF FINAL PLAT (2000038232),19614,Single Family Residential,2 Story,8,1416,712,,440,.14000000,2001,375000.00,359300.00
216,R1500309,9721208315,2020-07-16,1809 SOMERVILLE DR,FORT COLLINS,80526,1891,FAIRBROOKE HEIGHTS PUD,19722,Single Family Residential,2 Story,8,1484,690,690,480,.13000000,1999,407000.00,417600.00
217,R1539949,9735171135,2020-07-16,3633 ROCKAWAY ST,FORT COLLINS,80526,039303,PARK SOUTH PUD,19734,Townhouse - 1/2 Duplex,Townhouse One Story,61,1179,1179,1062,400,.13000000,1998,361000.00,355800.00
218,R0197912,9825213101,2020-07-16,3532 TERRY LAKE RD,FORT COLLINS,80524,0023,HIGHLAND PLACE,19836,Single Family Residential,Ranch,1,1557,1232,1232,650,.40000000,1968,599900.00,465800.00
219,R0117137,9724320010,2020-07-16,500 PRINCETON RD,FORT COLLINS,80525,11747,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Ranch,1,1511,1134,1134,576,.21000000,1963,144000.00,270000.00
220,R0145564,9702106010,2020-07-16,1612 MAPLEWOOD RD,FORT COLLINS,80524,02492,BRUNSWIG,19829,Purged Manufactured Home,Modular,21,912,,,440,.18000000,1970,225000.00,194700.00
221,R0121487,9725105010,2020-07-15,3013 STOVER CIR,FORT COLLINS,80525,11761,SOUTHMOOR VILLAGE,19724,Single Family Residential,2 Story,8,2002,875,,462,.47000000,1972,507500.00,452400.00
222,R0042374,9712108005,2020-07-15,216 E LINCOLN AVE,FORT COLLINS,80524,1014,BUCKINGHAM PLACE,19711,Single Family Residential,Ranch,1,384,,,300,.18000000,1917,288000.00,257000.00
223,R0136921,9726221014,2020-07-15,2943 ROCKY MOUNTAIN CT,FORT COLLINS,80526,12304,WOODWEST,19722,Single Family Residential,Split Level,7,1708,442,442,520,.23000000,1977,463250.00,410100.00
224,R0113115,9724307013,2020-07-15,2216 PURDUE RD,FORT COLLINS,80525,11746,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Ranch,1,1053,1053,540,297,.19000000,1961,407500.00,405700.00
225,R0230987,9734214071,2020-07-15,3811 ROYAL DR,FORT COLLINS,80526,01912,IMPERIAL ESTATES,19734,Single Family Residential,Ranch,1,1249,1249,,495,.76000000,1966,470000.00,434500.00
226,R0169579,9735205046,2020-07-15,824 CORONADO AVE,FORT COLLINS,80526,1333,FOUR SEASONS PUD,19734,Single Family Residential,Ranch,1,1327,,,456,.18000000,1985,340200.00,353500.00
227,R0240362,0601105105,2020-07-15,4729 HARBOR VIEW LN,FORT COLLINS,80526,0212,HORSETOOTH LAKE ESTATES,19829,Single Family Residential,Ranch,1,1532,560,560,768,.30000000,1977,497000.00,437400.00
228,R0636924,9716311070,2020-07-15,2637 BRADBURY CT,FORT COLLINS,80521,11255,CEDARWOOD,19715,Single Family Residential,Ranch,1,850,850,850,484,.18000000,1976,375000.00,335600.00
229,R0641367,9725427025,2020-07-15,1013 PARKVIEW DR,FORT COLLINS,80525,11766,SOUTHMOOR VILLAGE,19724,Single Family Residential,2 Story,8,1828,702,702,572,.14000000,1977,445000.00,419800.00
230,R0623822,9704309011,2020-07-15,925 WILLSHIRE AVE,FORT COLLINS,80521,01453,DEAN ACRES,19829,Single Family Residential,Ranch,1,1320,,,484,.19000000,1976,428000.00,400400.00
231,R1487396,9734321003,2020-07-15,4315 MESAVIEW LN,FORT COLLINS,80526,17184,OVERLOOK AT WOODRIDGE PUD,19734,Single Family Residential,2 Story,8,1957,1450,,440,.19000000,1999,450000.00,437000.00
232,R1483358,9723249014,2020-07-15,819 SHIRE CT,FORT COLLINS,80526,182201,WINDTRAIL TOWNHOMES PUD,19722,Townhouse,Townhouse One Story,61,1270,,,400,.08000000,1995,335142.00,335400.00
233,R1436058,9724253023,2020-07-15,1889 INDIAN HILLS CIR,FORT COLLINS,80525,1836,INDIAN HILLS VILLAGE PUD,19724,Single Family Residential,2 Story,8,1716,834,,400,.10000000,1996,473000.00,435100.00
234,R1591727,9717407149,2020-07-15,3527 SUNFLOWER WAY,FORT COLLINS,80521,18872,THE PONDS AT OVERLAND TRAIL 2ND,19722,Single Family Residential,2 Story,8,2014,954,834,733,.20000000,2002,564900.00,520800.00
235,R1287125,8730430093,2020-07-15,3442 CARLTON AVE T93,FORT COLLINS,80525,16155,COLLINDALE III CONDOS,19724,Townhouse/Condo,Townhouse One Story,61,1458,1458,1098,558,.00000000,1988,450000.00,396800.00
236,R1358359,8729305044,2020-07-15,2418 UTE CT,FORT COLLINS,80525,1751,DAKOTA RIDGE PUD,18729,Single Family Residential,2 Story,8,2238,1065,965,484,.23000000,1993,509000.00,518400.00
